#,Name,Address,City,State/Region,Postal Code,Country,Phone,Latitude,Longitude,Store ID
1,Taco Bell Albion Park,"Shop 3, 61 Princes Highway, ALBION PARK NSW 2527",Wollongong,New South Wales,2527,AU,+61 2 4257 3673,-34.55295510872227,150.7901661031089,au-https-tacobell-com-au-albion-park
2534,Taco Bell,11535 S.E. Federal Hwy,Hobe Sound,FL,33455,US,+1 561-484-7004,27.063229168094978,-80.13768504783307,us-https-locations-tacobell-com-fl-hobe-sound-11535
2535,Taco Bell,235 S.R. 7,Hollywood,FL,33023,US,+1 954-963-2656,26.0077519,-80.2068424,us-https-locations-tacobell-com-fl-hollywood-235-s-
2536,Taco Bell,2700 Stirling Road,Hollywood,FL,33020,US,+1 954-923-0834,26.047776949174274,-80.15904445947854,us-https-locations-tacobell-com-fl-hollywood-2700-s
2537,Taco Bell,300 North Park Road,Hollywood,FL,33021,US,+1 954-893-9292,26.012640822818014,-80.17608855666367,us-https-locations-tacobell-com-fl-hollywood-300-no
2538,Taco Bell,6835 Taft Street,Hollywood,FL,33024,US,+1 954-981-7119,26.024679229459398,-80.22575573465852,us-https-locations-tacobell-com-fl-hollywood-6835-t
2539,Taco Bell,2640 N State Road 7,Hollywood,FL,33021,US,+1 954-417-2892,26.03381099731438,-80.20885100902241,us-https-locations-tacobell-com-fl-hollywood-2640-n
2540,Taco Bell,13610 SW 288th St,Homestead,FL,33033,US,+1 305-245-2412,25.499294544305293,-80.41121371921501,us-https-locations-tacobell-com-fl-homestead-13610-
2541,Taco Bell,987 North Homestead Blvd,Homestead,FL,33030,US,+1 645-205-0025,25.479712930757472,-80.46359722317902,us-https-locations-tacobell-com-fl-homestead-987-no
2542,Taco Bell,3763 South Suncoast Blvd.,Homosassa,FL,34448,US,+1 352-628-0027,28.807439320388507,-82.5758851380622,us-https-locations-tacobell-com-fl-homosassa-3763-s
2543,Taco Bell,9357 S. Suncoast Blvd.,Homosassa,FL,34446,US,+1 352-400-4855,28.7264909,-82.5523556,us-https-locations-tacobell-com-fl-homosassa-9357-s
2544,Taco Bell,9442 SR 52,Hudson,FL,34669,US,+1 727-862-2909,28.330680119370022,-82.65824943780905,us-https-locations-tacobell-com-fl-hudson-9442-sr-5
2545,Taco Bell,1133 State Road 20,Interlachen,FL,32148,US,+1 352-448-0265,29.627793336531198,-81.88341101237455,us-https-locations-tacobell-com-fl-interlachen-1133
2546,Taco Bell,616 W Main Street,Inverness,FL,34450,US,+1 352-344-1155,28.836315797966105,-82.33770460637061,us-https-locations-tacobell-com-fl-inverness-616-w-
2547,Taco Bell,4466 Towne Center Parkway,Jacksonville,FL,32246,US,+1 904-646-0333,30.26310202354379,-81.529384559454,us-https-locations-tacobell-com-fl-jacksonville-446
2548,Taco Bell,10400 Phillips Hwy,Jacksonville,FL,32256,US,+1 904-262-7282,30.179809146878867,-81.55406301401999,us-https-locations-tacobell-com-fl-jacksonville-104
2549,Taco Bell,11228 Beach Blvd,Jacksonville,FL,32246,US,+1 904-641-6828,30.286389672106107,-81.52798799565068,us-https-locations-tacobell-com-fl-jacksonville-112
2550,Taco Bell,11270 Old St Augustine Rd,Jacksonville,FL,32257,US,+1 904-260-4080,30.172140902300306,-81.6036971659014,us-https-locations-tacobell-com-fl-jacksonville-112
2551,Taco Bell,11646 San Jose Blvd,Jacksonville,FL,32223,US,+1 904-262-0087,30.161101689358315,-81.63309768588988,us-https-locations-tacobell-com-fl-jacksonville-116
2552,Taco Bell,13160 Atlantic Blvd,Jacksonville,FL,32225,US,+1 904-221-9255,30.319520012610628,-81.4639876635829,us-https-locations-tacobell-com-fl-jacksonville-131
2553,Taco Bell,13710 Beach Blvd,Jacksonville,FL,32224,US,+1 904-992-4858,30.287224649054764,-81.45668677520916,us-https-locations-tacobell-com-fl-jacksonville-137
2554,Taco Bell,5054 Normandy Blvd,Jacksonville,FL,32205,US,+1 904-781-6623,30.308847349595215,-81.73201717439042,us-https-locations-tacobell-com-fl-jacksonville-505
2555,Taco Bell,5151 University Blvd W,Jacksonville,FL,32216,US,+1 904-731-8678,30.268294710241545,-81.61518757046906,us-https-locations-tacobell-com-fl-jacksonville-515
2556,Taco Bell,5875 New Kings Road,Jacksonville,FL,32209,US,+1 904-765-7826,30.369598389917513,-81.72297388315201,us-https-locations-tacobell-com-fl-jacksonville-587
2557,Taco Bell,5905 Merrill,Jacksonville,FL,32211,US,+1 904-744-7697,30.352050404083556,-81.59808868220898,us-https-locations-tacobell-com-fl-jacksonville-590
2558,Taco Bell,600 Airport Center Dr.,Jacksonville,FL,32218,US,+1 904-751-0102,30.477899238141998,-81.63547008741952,us-https-locations-tacobell-com-fl-jacksonville-600
2559,Taco Bell,7331 103rd Street,Jacksonville,FL,32210,US,+1 904-777-3626,30.248583243576594,-81.76754415035248,us-https-locations-tacobell-com-fl-jacksonville-733
2560,Taco Bell,7637 Lem Turner Road,Jacksonville,FL,32208,US,+1 904-768-0070,30.3897480339933,-81.67809650301939,us-https-locations-tacobell-com-fl-jacksonville-763
2561,Taco Bell,8331 Baymeadows Rd,Jacksonville,FL,32256,US,+1 904-731-0748,30.22117370018635,-81.5848857164383,us-https-locations-tacobell-com-fl-jacksonville-833
2562,Taco Bell,9341 Atlantic Blvd,Jacksonville,FL,32225,US,+1 904-724-5246,30.31832997917343,-81.55668322743622,us-https-locations-tacobell-com-fl-jacksonville-934
2563,Taco Bell / KFC,4495 Roosevelt Blvd.,Jacksonville,FL,32210,US,+1 904-388-9341,30.28095,-81.719691,us-https-locations-tacobell-com-fl-jacksonville-449
2564,Taco Bell,280 S 3rd St,Jacksonville Beach,FL,32250,US,+1 904-241-4440,30.285494158269838,-81.39156036081664,us-https-locations-tacobell-com-fl-jacksonville-bea
2565,Taco Bell,2958 N West Federal Hwy,Jensen Beach,FL,34957,US,+1 772-771-4024,27.240240039501263,-80.27085234226433,us-https-locations-tacobell-com-fl-jensen-beach-295
2566,Taco Bell,2048 West Indiantown Road,Jupiter,FL,33458,US,+1 561-748-9455,26.93384036288597,-80.12700855731964,us-https-locations-tacobell-com-fl-jupiter-2048-wes
2567,Taco Bell,738 E Indiantown Rd,Jupiter,FL,33477,US,+1 561-919-9261,26.93359546512798,-80.07929871977773,us-https-locations-tacobell-com-fl-jupiter-738-e-in
2568,Taco Bell,4703 66th Street North,Kenneth City,FL,33709,US,+1 727-545-0562,27.814841176979808,-82.7281098514959,us-https-locations-tacobell-com-fl-kenneth-city-470
2569,Taco Bell,2338 N. Roosevelt Blvd,Key West,FL,33040,US,+1 305-780-7950,24.56217102071356,-81.77695574827696,us-https-locations-tacobell-com-fl-key-west-2338-n-
2570,Taco Bell,810 Greenway,Keystone Heights,FL,32656,US,+1 352-639-2636,29.78449961810519,-82.0277578758713,us-https-locations-tacobell-com-fl-keystone-heights
2571,Taco Bell,3270 Pleasant Hill Rd,Kissimmee,FL,34746,US,+1 321-697-0011,28.198881542033824,-81.44054558680533,us-https-locations-tacobell-com-fl-kissimmee-3270-p
2572,Taco Bell,1709 W. Vine St.,Kissimmee,FL,34741,US,+1 407-847-8111,28.304853694257584,-81.42185122376063,us-https-locations-tacobell-com-fl-kissimmee-1709-w
2573,Taco Bell,4951 W Irlo Brnsn Mem Hwy,Kissimmee,FL,34746,US,+1 407-396-0000,28.333579317890024,-81.48036539554596,us-https-locations-tacobell-com-fl-kissimmee-4951-w
2574,Taco Bell,2810 East Osceola Parkway,Kissimmee,FL,34743,US,+1 407-785-6425,28.343211280611577,-81.32938075015683,us-https-locations-tacobell-com-fl-kissimmee-2810-e
2575,Taco Bell,1006 Buenaventura Blvd,Kissimmee,FL,34743,US,+1 321-333-5216,28.3450821,-81.3631047,us-https-locations-tacobell-com-fl-kissimmee-1006-b
2576,Taco Bell,4370 Pleasant Hill Rd,Kissimmee,FL,34746,US,+1 407-693-0040,28.160147167630527,-81.44070410952173,us-https-locations-tacobell-com-fl-kissimmee-4370-p
2577,Taco Bell,7784 W Irlo Bronson Mem Pkwy,Kissimmee,FL,34747,US,+1 407-390-0385,28.340028098278022,-81.59762848915307,us-https-locations-tacobell-com-fl-kissimmee-7784-w
2578,Taco Bell,8910 West Irlo Bronson Memorial Pky,Kissimmee,FL,34747,US,+1 407-597-0000,28.34617964975096,-81.64492094604472,us-https-locations-tacobell-com-fl-kissimmee-8910-w
2579,Taco Bell,1130 W. Osceola Pkwy.,Kissimmee,FL,34741,US,+1 407-846-4228,28.341063776129054,-81.41469558752776,us-https-locations-tacobell-com-fl-kissimmee-1130-w
2580,Taco Bell / KFC,3185 S. John Young Parkway,Kissimmee,FL,34746,US,+1 407-870-8870,28.263725980476227,-81.43269074569842,us-https-locations-tacobell-com-fl-kissimmee-3185-s
2581,Taco Bell / KFC,1924 E Irlo Bronson Memorial Hwy.,Kissimmee,FL,34744,US,+1 407-932-0950,28.292383662568092,-81.36486144974766,us-https-locations-tacobell-com-fl-kissimmee-1924-e
2582,Taco Bell,50 North Lee Street,La Belle,FL,33935,US,+1 863-675-3400,26.76223746126524,-81.4364568293422,us-https-locations-tacobell-com-fl-la-belle-50-nort
2583,Taco Bell,1005 Bichara Blvd.,Lady Lake,FL,32159,US,+1 352-259-0901,28.938462838541238,-81.9440854383116,us-https-locations-tacobell-com-fl-lady-lake-1005-b
2584,Taco Bell,130 North Lake Shore Way,Lake Alfred,FL,33850,US,+1 863-259-3245,28.092163620242044,-81.72996799707333,us-https-locations-tacobell-com-fl-lake-alfred-130-
2585,Taco Bell,2411 W US Highway 90,Lake City,FL,32055,US,+1 386-755-4675,30.179661557991643,-82.67165069283692,us-https-locations-tacobell-com-fl-lake-city-2411-w
2586,Taco Bell,280 SW Main Blvd,Lake City,FL,32025,US,+1 386-754-1183,30.18663721450639,-82.63981681766911,us-https-locations-tacobell-com-fl-lake-city-280-sw
2587,Taco Bell,3755 W. Lake Mary Blvd.,Lake Mary,FL,32746,US,+1 321-363-9736,28.755784924346298,-81.3436637725863,us-https-locations-tacobell-com-fl-lake-mary-3755-w
2588,Taco Bell,501 US-27,Lake Placid,FL,33852,US,+1 863-531-8033,27.296817028354557,-81.35773958837795,us-https-locations-tacobell-com-fl-lake-placid-501-
2589,Taco Bell,1942 East Hwy 60,Lake Wales,FL,33853,US,+1 863-678-1099,27.893654683142938,-81.55744031956493,us-https-locations-tacobell-com-fl-lake-wales-1942-
2590,Taco Bell,24186 US Hwy 27,Lake Wales,FL,33859,US,+1 727-843-1897,27.959434293475063,-81.62399420141355,us-https-locations-tacobell-com-fl-lake-wales-24186
2591,Taco Bell,813 Eagle Ridge Dr.,Lake Wales,FL,33859,US,+1 863-676-3101,27.9552094,-81.61451459999999,us-https-locations-tacobell-com-fl-lake-wales-813-e
2592,Taco Bell,3330 S Congress Ave,Lake Worth,FL,33461,US,+1 561-433-4750,26.6269241111754,-80.08830924333779,us-https-locations-tacobell-com-fl-lake-worth-3330-
2593,Taco Bell,6380 Hypoluxu Road,Lake Worth,FL,33463,US,+1 561-837-3537,26.57181283807653,-80.14418005943298,us-https-locations-tacobell-com-fl-lake-worth-6380-
2594,Taco Bell,2520 E. Memorial Blvd,Lakeland,FL,33801,US,+1 863-688-2580,28.048304376686165,-81.90955249388041,us-https-locations-tacobell-com-fl-lakeland-2520-e-
2595,Taco Bell,5090 Dave Robbins Way,Lakeland,FL,33812,US,+1 863-937-7579,27.97299824218228,-81.88415113752222,us-https-locations-tacobell-com-fl-lakeland-5090-da
2596,Taco Bell,3605 South Florida Avenue,Lakeland,FL,33803,US,+1 863-646-4207,27.999259107746234,-81.95751999999999,us-https-locations-tacobell-com-fl-lakeland-3605-so
2597,Taco Bell,4165 Highway 98 N,Lakeland,FL,33809,US,+1 863-859-1186,28.094948707434398,-81.9730818271637,us-https-locations-tacobell-com-fl-lakeland-4165-hi
2598,Taco Bell,2045 W. Memorial Blvd,Lakeland,FL,33815,US,+1 863-683-0100,28.055289340981652,-81.9880834471121,us-https-locations-tacobell-com-fl-lakeland-2045-w-
2599,Taco Bell,6780 Highway 98 N,Lakeland,FL,33809,US,+1 863-853-9891,28.129623907722102,-81.97425142463224,us-https-locations-tacobell-com-fl-lakeland-6780-hi
2600,Taco Bell / KFC,727 E. Memorial Boulevard,Lakeland,FL,33801,US,+1 863-688-2111,28.05466362467448,-81.94989565137084,us-https-locations-tacobell-com-fl-lakeland-727-e-m
2601,Taco Bell,17077 State Road 52,Land O Lakes,FL,34638,US,+1 656-201-3783,28.327957,-82.530379,us-https-locations-tacobell-com-fl-land-o-lakes-170
2602,Taco Bell,7645 Land O' Lakes Blvd,Land O' Lakes,FL,34638,US,+1 656-205-2868,28.2693150488,-82.4804949454,us-https-locations-tacobell-com-fl-land-o-lakes-764
2603,Taco Bell,7035 Seacrest Blvd,Lantana,FL,33462,US,+1 561-547-3464,26.571674101673505,-80.06709448998663,us-https-locations-tacobell-com-fl-lantana-7035-sea
2604,Taco Bell,13709 Walsingham Rd,Largo,FL,33774,US,+1 727-596-5483,27.880859888187814,-82.82856963110135,us-https-locations-tacobell-com-fl-largo-13709-wals
2605,Taco Bell,8671 Ulmerton Rd,Largo,FL,33771,US,+1 727-535-7666,27.895001495263276,-82.75911468415376,us-https-locations-tacobell-com-fl-largo-8671-ulmer
2606,Taco Bell,3970 W Oakland Park Blvd,Lauderdale Lakes,FL,33311,US,+1 954-739-8612,26.16439489479855,-80.2020996704232,us-https-locations-tacobell-com-fl-lauderdale-lakes
2607,Taco Bell,641 North 14 St,Leesburg,FL,34748,US,+1 352-326-3005,28.81817457980822,-81.88791497494094,us-https-locations-tacobell-com-fl-leesburg-641-nor
2608,Taco Bell,9934 US Highway 441,Leesburg,FL,34748,US,+1 352-323-1370,28.82412737453517,-81.79163746182154,us-https-locations-tacobell-com-fl-leesburg-9934-us
2609,Taco Bell,27443 US Hwy 27,Leesburg,FL,34748,US,+1 352-814-1540,28.7471,-81.8773,us-https-locations-tacobell-com-fl-leesburg-27443-u
2610,Taco Bell,2714 Lee Blvd,Lehigh Acres,FL,33971,US,+1 239-369-9785,26.61774397988473,-81.66949962081162,us-https-locations-tacobell-com-fl-lehigh-acres-271
2611,Taco Bell,16581 Fishhawk Blvd.,Lithia,FL,33547,US,+1 813-571-9219,27.85871081561891,-82.20340908320395,us-https-locations-tacobell-com-fl-lithia-16581-fis
2612,Taco Bell,6804 US Highway 129,Live Oak,FL,32060,US,+1 386-364-4885,30.327082678254236,-82.96449486270475,us-https-locations-tacobell-com-fl-live-oak-6804-us
2613,Taco Bell,126 S. Ronald Reagan Blvd.,Longwood,FL,32750,US,+1 407-676-4859,28.6974885390408,-81.34655332918419,us-https-locations-tacobell-com-fl-longwood-126-s-r
2614,Taco Bell,25630 Sierra Center Blvd,Lutz,FL,33559,US,+1 813-948-4773,28.194489660678197,-82.39277158330401,us-https-locations-tacobell-com-fl-lutz-25630-sierr
2615,Taco Bell,22744 State Rd. 54,Lutz,FL,33549,US,+1 813-949-7866,28.185300533142506,-82.43954037131516,us-https-locations-tacobell-com-fl-lutz-22744-state
2616,Taco Bell,17884 Aprile Dr,Lutz,FL,33558,US,+1 813-948-1101,28.195429164038195,-82.5204758071687,us-https-locations-tacobell-com-fl-lutz-17884-april
2617,Taco Bell,2005 Hwy 77,Lynn Haven,FL,32444,US,+1 850-271-5877,30.227894887892266,-85.64869236143993,us-https-locations-tacobell-com-fl-lynn-haven-2005-
2618,Taco Bell,1215 S 6th St,MacClenny,FL,32063,US,+1 904-259-5600,30.266445777250276,-82.12226895382628,us-https-locations-tacobell-com-fl-macclenny-1215-s
2619,Taco Bell / KFC,6501 Overseas Highway,Marathon,FL,33050,US,+1 305-743-6644,24.718172569983146,-81.06717623775694,us-https-locations-tacobell-com-fl-marathon-6501-ov
2620,Taco Bell,2466 N State Road 7,Margate,FL,33063,US,+1 954-972-2778,26.258944506852142,-80.20105829143682,us-https-locations-tacobell-com-fl-margate-2466-n-s
2621,Taco Bell,4689 Highway 90,Marianna,FL,32446,US,+1 850-633-2210,30.767906318510807,-85.20436853170395,us-https-locations-tacobell-com-fl-marianna-4689-hi
2622,Taco Bell,2112 Highway 71 South,Marianna,FL,32448,US,+1 850-526-3303,30.71887253549912,-85.18379475611445,us-https-locations-tacobell-com-fl-marianna-2112-hi
2623,Taco Bell,435 Mary Esther Blvd.,Mary Esther,FL,32569,US,+1 850-200-4237,30.4188928735492,-86.65260408820359,us-https-locations-tacobell-com-fl-mary-esther-435-
2624,Taco Bell,2424 Wickham Rd,Melbourne,FL,32935,US,+1 321-344-2533,28.14532685391547,-80.67222346367089,us-https-locations-tacobell-com-fl-melbourne-2424-w
2625,Taco Bell,7850 Wickham Road,Melbourne,FL,32940,US,+1 321-344-2905,28.231152164188327,-80.70049432232909,us-https-locations-tacobell-com-fl-melbourne-7850-w
2626,Taco Bell,410 N Courtenay Pkwy,Merritt Island,FL,32953,US,+1 321-350-0379,28.36376816960354,-80.69987878203392,us-https-locations-tacobell-com-fl-merritt-island-4
2627,Taco Bell,10580 SW 8th St,Miami,FL,33174,US,+1 305-559-8816,25.76093081295297,-80.36721573731604,us-https-locations-tacobell-com-fl-miami-10580-sw-8
2628,Taco Bell,12001 SW 129th Ct,Miami,FL,33186,US,+1 305-235-9429,25.65644649940828,-80.40381677451478,us-https-locations-tacobell-com-fl-miami-12001-sw-1
2629,Taco Bell,13550 SW 152nd Street,Miami,FL,33177,US,+1 305-254-6141,25.62591030879631,-80.41316315537188,us-https-locations-tacobell-com-fl-miami-13550-sw-1
2630,Taco Bell,13710 SW 88th Street,Miami,FL,33186,US,+1 305-382-1858,25.68487907748535,-80.41769548329285,us-https-locations-tacobell-com-fl-miami-13710-sw-8
2631,Taco Bell,13720 S W 8th Street,Miami,FL,33184,US,+1 305-553-2307,25.76057939916969,-80.41839568759315,us-https-locations-tacobell-com-fl-miami-13720-s-w-
2632,Taco Bell,15201 SW 104th Street,Miami,FL,33196,US,+1 305-408-0858,25.67031505760372,-80.44025974813897,us-https-locations-tacobell-com-fl-miami-15201-sw-1
2633,Taco Bell,15295 S Dixie Hwy,Miami,FL,33157,US,+1 305-233-2827,25.6283277984017,-80.34097454979923,us-https-locations-tacobell-com-fl-miami-15295-s-di
2634,Taco Bell,15715 SW 72 Street,Miami,FL,33196,US,+1 305-387-7117,25.700096670005447,-80.44710089814754,us-https-locations-tacobell-com-fl-miami-15715-sw-7
2635,Taco Bell,18407 S Dixie Hwy,Miami,FL,33157,US,+1 305-254-3914,25.59790743908517,-80.3540951013565,us-https-locations-tacobell-com-fl-miami-18407-s-di
2636,Taco Bell,18885 NW 2nd Ave,Miami,FL,33169,US,+1 305-493-4369,25.947497138969517,-80.20495533472034,us-https-locations-tacobell-com-fl-miami-18885-nw-2
2637,Taco Bell,2935 SW 32nd Ave,Miami,FL,33133,US,+1 305-447-0397,25.736472711285785,-80.24552826585023,us-https-locations-tacobell-com-fl-miami-2935-sw-32
2638,Taco Bell,3190 Coral Way,Miami,FL,33145,US,+1 305-445-1122,25.74976682549731,-80.2461174219596,us-https-locations-tacobell-com-fl-miami-3190-coral
2639,Taco Bell,3595 Biscayne Blvd,Miami,FL,33137,US,+1 305-576-5832,25.810382013301545,-80.18920764327049,us-https-locations-tacobell-com-fl-miami-3595-bisca
2640,Taco Bell,3750 NW 79th Ave,Miami,FL,33166,US,+1 305-593-9039,25.808503356372075,-80.32573870849768,us-https-locations-tacobell-com-fl-miami-3750-nw-79
2641,Taco Bell,4185 SW 147th Avenue,Miami,FL,33185,US,+1 305-225-8955,25.729317270280024,-80.43143101037913,us-https-locations-tacobell-com-fl-miami-4185-sw-14
2642,Taco Bell,599 NE 167 St,Miami,FL,33162,US,+1 305-655-3115,25.92898052591851,-80.18864539103784,us-https-locations-tacobell-com-fl-miami-599-ne-167
2643,Taco Bell,20925 S. Dixie Hwy,Miami,FL,33189,US,+1 786-471-3615,25.5724559920847,-80.37501851889539,us-https-locations-tacobell-com-fl-miami-20925-s-di
2644,Taco Bell,630 NE 79th St,Miami,FL,33138,US,+1 305-751-7458,25.84757960530985,-80.18376678228378,us-https-locations-tacobell-com-fl-miami-630-ne-79t
2645,Taco Bell,6310 S Dixie Hwy,Miami,FL,33143,US,+1 305-663-9064,25.698860338564042,-80.29563970347473,us-https-locations-tacobell-com-fl-miami-6310-s-dix
2646,Taco Bell,7900 NW 27th Ave,Miami,FL,33147,US,+1 786-388-0321,25.84644109899878,-80.24396191382108,us-https-locations-tacobell-com-fl-miami-7900-nw-27
2647,Taco Bell,6740 SW Eighth St,Miami,FL,33144,US,+1 305-261-4772,25.7627413448822,-80.30470469744888,us-https-locations-tacobell-com-fl-miami-6740-sw-ei
2648,Taco Bell,710 NW 37th Ave,Miami,FL,33125,US,+1 305-541-8767,25.77962165252268,-80.25605097413057,us-https-locations-tacobell-com-fl-miami-710-nw-37t
2649,Taco Bell,10975 SW 40th Street (Bird Rd),Miami,FL,33165,US,+1 786-598-2785,25.7325014174852,-80.37327272000094,us-https-locations-tacobell-com-fl-miami-10975-sw-4
2650,Taco Bell,7350 SW 117th Avenue,Miami,FL,33183,US,+1 305-271-7222,25.698953327139375,-80.3825435162941,us-https-locations-tacobell-com-fl-miami-7350-sw-11
2651,Taco Bell,7745 SW 40th Street,Miami,FL,33155,US,+1 305-267-9393,25.733429269686994,-80.32108380342834,us-https-locations-tacobell-com-fl-miami-7745-sw-40
2652,Taco Bell,8699 SW 24th St,Miami,FL,33155,US,+1 305-262-4959,25.747995981632695,-80.3353718950133,us-https-locations-tacobell-com-fl-miami-8699-sw-24
2653,Taco Bell,966 SW 8th St,Miami,FL,33130,US,+1 305-854-3331,25.76572461308793,-80.21027102018707,us-https-locations-tacobell-com-fl-miami-966-sw-8th
2654,Taco Bell,2440 NW 119th Street,Miami,FL,33167,US,+1 786-688-0885,25.8825,-80.2403,us-https-locations-tacobell-com-fl-miami-2440-nw-11
2655,Taco Bell / KFC,10725 NW 41st Street,Miami,FL,33178,US,+1 305-629-8342,25.8120748,-80.3706812,us-https-locations-tacobell-com-fl-miami-10725-nw-4
2656,Taco Bell / KFC,11585 Quail Roost Drive,Miami,FL,33157,US,+1 305-971-8556,25.592023209034142,-80.3798577189446,us-https-locations-tacobell-com-fl-miami-11585-quai
2657,Taco Bell / KFC,14790 SW 56th St,Miami,FL,33185,US,+1 305-383-2663,25.713497629101568,-80.43204545974737,us-https-locations-tacobell-com-fl-miami-14790-sw-5
2658,Taco Bell / KFC,2375 SW 8th Street,Miami,FL,33135,US,+1 305-649-6055,25.765535030707625,-80.2343183755874,us-https-locations-tacobell-com-fl-miami-2375-sw-8t
2659,Taco Bell / KFC,3855 NW 27th Avenue,Miami,FL,33142,US,+1 305-638-1844,25.8117050888877,-80.23997417348856,us-https-locations-tacobell-com-fl-miami-3855-nw-27
2660,Taco Bell / KFC,8363 W Flagler Street,Miami,FL,33144,US,+1 305-267-1356,25.770179973965377,-80.33099986148045,us-https-locations-tacobell-com-fl-miami-8363-w-fla
2661,Taco Bell Cantina,1624 Washington Ave,Miami Beach,FL,33139,US,+1 645-225-4301,25.7899869371728,-80.13220465578206,us-https-locations-tacobell-com-fl-miami-beach-1624
2662,Taco Bell,17950 NW 27th Ave,Miami Gardens,FL,33056,US,+1 305-628-9886,25.938586106232638,-80.24563274815591,us-https-locations-tacobell-com-fl-miami-gardens-17
2663,Taco Bell,4870 NW 183 St,Miami Gardens,FL,33055,US,+1 305-628-4798,25.939227758400197,-80.27937412261963,us-https-locations-tacobell-com-fl-miami-gardens-48
2664,Taco Bell,5705 NW 163rd Street,Miami Lakes,FL,33014,US,+1 305-558-0102,25.921469222818082,-80.29354013041939,us-https-locations-tacobell-com-fl-miami-lakes-5705
2665,Taco Bell,2614 Blanding Blvd,Middleburg,FL,32068,US,+1 904-282-0380,30.065096704656227,-81.87028080224985,us-https-locations-tacobell-com-fl-middleburg-2614-
2666,Taco Bell,6281 Hwy 90 West,Milton,FL,32570,US,+1 850-626-2311,30.606703421198663,-87.06246882677078,us-https-locations-tacobell-com-fl-milton-6281-hwy-
2667,Taco Bell,320 US Highway 27,Minneola,FL,34715,US,+1 352-901-0149,28.576159566371096,-81.74960673084662,us-https-locations-tacobell-com-fl-minneola-320-us-
2668,Taco Bell,3606 Red Road,Miramar,FL,33025,US,+1 954-438-4447,25.975387721829343,-80.29570475220686,us-https-locations-tacobell-com-fl-miramar-3606-red
2669,Taco Bell,6961 Miramar Parkway,Miramar,FL,33023,US,+1 754-202-2953,25.98235824420423,-80.22661454658613,us-https-locations-tacobell-com-fl-miramar-6961-mir
2670,Taco Bell / KFC,3650 Utopia Drive,Miramar,FL,33023,US,+1 954-894-3510,25.975223113153582,-80.24620652937301,us-https-locations-tacobell-com-fl-miramar-3650-uto
2671,Taco Bell,10859 Us Highway 98 W,Miramar Beach,FL,32550,US,+1 850-279-4360,30.379298489060574,-86.35501163024036,us-https-locations-tacobell-com-fl-miramar-beach-10
2672,Taco Bell,17060 US Hwy 441,Mount Dora,FL,32757,US,+1 352-735-0444,28.81991652747539,-81.67213984359886,us-https-locations-tacobell-com-fl-mount-dora-17060
2673,Taco Bell,6753 North Church Ave,Mulberry,FL,33860,US,+1 863-607-6263,27.934471103056296,-81.97345962053927,us-https-locations-tacobell-com-fl-mulberry-6753-no
2674,Taco Bell,2424 Pine Ridge Road,Naples,FL,34109,US,+1 239-643-7025,26.21065861078902,-81.76950724802629,us-https-locations-tacobell-com-fl-naples-2424-pine
2675,Taco Bell,2482 Immokalee Rd,Naples,FL,34110,US,+1 239-513-1198,26.27200421985857,-81.77158717812745,us-https-locations-tacobell-com-fl-naples-2482-immo
2676,Taco Bell,4201 Tamiami Trail,Naples,FL,34112,US,+1 239-455-2020,26.11569262754679,-81.75494798015586,us-https-locations-tacobell-com-fl-naples-4201-tami
2677,Taco Bell,9000 Sage Ave,Naples,FL,34120,US,+1 941-347-4197,26.273806682731514,-81.6836627157644,us-https-locations-tacobell-com-fl-naples-9000-sage
2678,Taco Bell,8835 Davis Blvd,Naples,FL,34116,US,+1 239-497-2760,26.155273051094248,-81.68906271457666,us-https-locations-tacobell-com-fl-naples-8835-davi
2679,Taco Bell,26551 S. Dixie Hwy,Naranja,FL,33032,US,+1 786-465-6740,25.521211092046975,-80.42459113961212,us-https-locations-tacobell-com-fl-naranja-26551-s-
2680,Taco Bell,8714 Navarre Pkwy,Navarre,FL,32566,US,+1 850-939-8180,30.40246823018087,-86.85841418804102,us-https-locations-tacobell-com-fl-navarre-8714-nav
2681,Taco Bell,10795 State Rd 54,New Port Richey,FL,34653,US,+1 727-203-3945,28.194059180079286,-82.6357691274127,us-https-locations-tacobell-com-fl-new-port-richey-
2682,Taco Bell,7575 State Road 54,New Port Richey,FL,34653,US,+1 727-264-7633,28.21759373654929,-82.68911251109714,us-https-locations-tacobell-com-fl-new-port-richey-
2683,Taco Bell / KFC,4312 U.S. Highway 19,New Port Richey,FL,34652,US,+1 727-817-1843,28.22181326031537,-82.73426673844375,us-https-locations-tacobell-com-fl-new-port-richey-
2684,Taco Bell / KFC,8242 Little Road,New Port Richey,FL,34654,US,+1 727-815-3815,28.277200759235903,-82.67382234334951,us-https-locations-tacobell-com-fl-new-port-richey-
2685,Taco Bell,1860 State Road 44,New Smyrna Beach,FL,32168,US,+1 386-957-9364,29.01345130657388,-80.94385196631548,us-https-locations-tacobell-com-fl-new-smyrna-beach
2686,Taco Bell,4573 E. Highway 20,Niceville,FL,32578,US,+1 850-389-8735,30.48259156216648,-86.41599865257577,us-https-locations-tacobell-com-fl-niceville-4573-e
2687,Taco Bell,110 W. John Sims Parkway,Niceville,FL,32578,US,+1 850-729-3633,30.522978445511598,-86.49525940418243,us-https-locations-tacobell-com-fl-niceville-110-w-
