internal_id,store_id,name,address,city,region,postal_code,country,latitude,longitude,phone,source_url
us-us-https-locations-tacobell-com-ar-gassville-44-cc,us-https-locations-tacobell-com-ar-gassville-44-cc-,Taco Bell,44 CC Drive,Gassville,AR,72635,US,36.2872763,-92.4817184,+1 870-955-2007,https://locations.tacobell.com/ar/gassville/44/cc/.html
us-us-https-locations-tacobell-com-ar-gravette-604-1st,us-https-locations-tacobell-com-ar-gravette-604-1st,Taco Bell,604 1st Avenue SE,Gravette,AR,72736,US,36.4168438,-94.4527600,+1 479-323-1421,https://locations.tacobell.com/ar/gravette/604/1st.html
us-us-https-locations-tacobell-com-ar-greenbrier-4-n-b,us-https-locations-tacobell-com-ar-greenbrier-4-n-b,Taco Bell,4 N Broadview St,Greenbrier,AR,72058,US,35.2343977,-92.3873764,+1 501-679-5358,https://locations.tacobell.com/ar/greenbrier/4/n/b.html
us-us-https-locations-tacobell-com-ar-greenwood-820-we,us-https-locations-tacobell-com-ar-greenwood-820-we,Taco Bell,820 West Center,Greenwood,AR,72936,US,35.2169532,-94.2696288,+1 479-996-1657,https://locations.tacobell.com/ar/greenwood/820/we.html
us-us-https-locations-tacobell-com-ar-harrison-629-hig,us-https-locations-tacobell-com-ar-harrison-629-hig,Taco Bell,629 Highway 6265 North,Harrison,AR,72601,US,36.2497323,-93.1180509,+1 870-741-8704,https://locations.tacobell.com/ar/harrison/629/hig.html
us-us-https-locations-tacobell-com-ar-heber-springs-16,us-https-locations-tacobell-com-ar-heber-springs-16,Taco Bell,1623 Highway 25B,Heber Springs,AR,72543,US,35.5086970,-92.0289595,+1 501-362-7575,https://locations.tacobell.com/ar/heber/springs/16.html
us-us-https-locations-tacobell-com-ar-highland-2291-hi,us-https-locations-tacobell-com-ar-highland-2291-hi,Taco Bell / KFC,2291 Highway 62 412,Highland,AR,72542,US,36.2671562,-91.5157402,+1 870-856-3222,https://locations.tacobell.com/ar/highland/2291/hi.html
us-us-https-locations-tacobell-com-ar-hope-1501-n-herv,us-https-locations-tacobell-com-ar-hope-1501-n-herv,Taco Bell,1501 N Hervey St,Hope,AR,71801,US,33.6801079,-93.6047755,+1 870-777-2668,https://locations.tacobell.com/ar/hope/1501/n/herv.html
us-us-https-locations-tacobell-com-ar-hot-springs-1716,us-https-locations-tacobell-com-ar-hot-springs-1716,Taco Bell,1716 Airport Road,Hot Springs,AR,71913,US,34.4653000,-93.1450000,+1 501-651-0190,https://locations.tacobell.com/ar/hot/springs/1716.html
us-us-https-locations-tacobell-com-ar-hot-springs-1100,us-https-locations-tacobell-com-ar-hot-springs-1100,Taco Bell,1100 Albert Pike,Hot Springs,AR,71913,US,34.4938928,-93.0810758,+1 501-321-4395,https://locations.tacobell.com/ar/hot/springs/1100.html
us-us-https-locations-tacobell-com-ar-hot-springs-141,us-https-locations-tacobell-com-ar-hot-springs-141-,Taco Bell,141 E Grand Avenue,Hot Springs,AR,71901,US,34.5033272,-93.0492452,+1 501-623-2947,https://locations.tacobell.com/ar/hot/springs/141/.html
us-us-https-locations-tacobell-com-ar-hot-springs-4016,us-https-locations-tacobell-com-ar-hot-springs-4016,Taco Bell,4016 Central Ave,Hot Springs,AR,71913,US,34.4558258,-93.0641341,+1 501-623-5610,https://locations.tacobell.com/ar/hot/springs/4016.html
us-us-https-locations-tacobell-com-ar-hot-springs-2955,us-https-locations-tacobell-com-ar-hot-springs-2955,Taco Bell,2955 Malvern Avenue,Hot Springs,AR,71901,US,34.4724996,-92.9912170,+1 501-431-0912,https://locations.tacobell.com/ar/hot/springs/2955.html
us-us-https-locations-tacobell-com-ar-huntsville-14211,us-https-locations-tacobell-com-ar-huntsville-14211,Taco Bell,14211 Highway 412,Huntsville,AR,72740,US,36.1126561,-93.7108306,+1 479-334-2315,https://locations.tacobell.com/ar/huntsville/14211.html
us-us-https-locations-tacobell-com-ar-jacksonville-180,us-https-locations-tacobell-com-ar-jacksonville-180,Taco Bell,1809 N 1st St,Jacksonville,AR,72076,US,34.8831650,-92.1088576,+1 501-982-9172,https://locations.tacobell.com/ar/jacksonville/180.html
us-us-https-locations-tacobell-com-ar-jonesboro-2100-s,us-https-locations-tacobell-com-ar-jonesboro-2100-s,Taco Bell,2100 S. Caraway Road,Jonesboro,AR,72401,US,35.8194794,-90.6774720,+1 870-932-9039,https://locations.tacobell.com/ar/jonesboro/2100/s.html
us-us-https-locations-tacobell-com-ar-jonesboro-133-so,us-https-locations-tacobell-com-ar-jonesboro-133-so,Taco Bell / KFC,133 Southwest Drive,Jonesboro,AR,72401,US,35.8201526,-90.7059168,+1 870-935-1650,https://locations.tacobell.com/ar/jonesboro/133/so.html
us-us-https-locations-tacobell-com-ar-jonesboro-2003-w,us-https-locations-tacobell-com-ar-jonesboro-2003-w,Taco Bell / KFC,2003 West Parker Road,Jonesboro,AR,72404,US,35.8171784,-90.7338431,+1 870-972-6332,https://locations.tacobell.com/ar/jonesboro/2003/w.html
us-us-https-locations-tacobell-com-ar-little-rock-1711,us-https-locations-tacobell-com-ar-little-rock-1711,Taco Bell,17116 Chenal Parkway,Little Rock,AR,72223,US,34.7607000,-92.4535000,+1 501-859-9882,https://locations.tacobell.com/ar/little/rock/1711.html
us-us-https-locations-tacobell-com-ar-little-rock-1300,us-https-locations-tacobell-com-ar-little-rock-1300,Taco Bell,1300 John Barrow Rd,Little Rock,AR,72205,US,34.7410879,-92.3727473,+1 501-224-9004,https://locations.tacobell.com/ar/little/rock/1300.html
us-us-https-locations-tacobell-com-ar-little-rock-2612,us-https-locations-tacobell-com-ar-little-rock-2612,Taco Bell,2612 Cantrell Road,Little Rock,AR,72202,US,34.7595657,-92.3062748,+1 501-683-9650,https://locations.tacobell.com/ar/little/rock/2612.html
us-us-https-locations-tacobell-com-ar-little-rock-1061,us-https-locations-tacobell-com-ar-little-rock-1061,Taco Bell,10611 Colonel Glenn Road,Little Rock,AR,72204,US,34.7123110,-92.3947780,+1 501-313-3394,https://locations.tacobell.com/ar/little/rock/1061.html
us-us-https-locations-tacobell-com-ar-little-rock-4424,us-https-locations-tacobell-com-ar-little-rock-4424,Taco Bell,4424 Markham Road,Little Rock,AR,72205,US,34.7520238,-92.3226577,+1 501-664-5161,https://locations.tacobell.com/ar/little/rock/4424.html
us-us-https-locations-tacobell-com-ar-little-rock-600,us-https-locations-tacobell-com-ar-little-rock-600-,Taco Bell,600 South Bowman Road,Little Rock,AR,72211,US,34.7487381,-92.4077878,+1 501-224-7255,https://locations.tacobell.com/ar/little/rock/600/.html
us-us-https-locations-tacobell-com-ar-little-rock-8819,us-https-locations-tacobell-com-ar-little-rock-8819,Taco Bell,8819 Baseline Road,Little Rock,AR,72209,US,34.6697460,-92.3772970,+1 501-243-0559,https://locations.tacobell.com/ar/little/rock/8819.html
us-us-https-locations-tacobell-com-ar-little-rock-719,us-https-locations-tacobell-com-ar-little-rock-719-,Taco Bell,719 South Broadway,Little Rock,AR,72201,US,34.7421205,-92.2761105,+1 501-375-1885,https://locations.tacobell.com/ar/little/rock/719/.html
us-us-https-locations-tacobell-com-ar-little-rock-8108,us-https-locations-tacobell-com-ar-little-rock-8108,Taco Bell,8108 Geyer Springs Rd,Little Rock,AR,72209,US,34.6760229,-92.3444114,+1 501-565-8784,https://locations.tacobell.com/ar/little/rock/8108.html
us-us-https-locations-tacobell-com-ar-little-rock-9600,us-https-locations-tacobell-com-ar-little-rock-9600,Taco Bell,9600 N Rodney Parham Rd,Little Rock,AR,72227,US,34.7607188,-92.3804084,+1 501-225-7074,https://locations.tacobell.com/ar/little/rock/9600.html
us-us-https-locations-tacobell-com-ar-lowell-924-west,us-https-locations-tacobell-com-ar-lowell-924-west-,Taco Bell,924 West Monroe Avenue,Lowell,AR,72745,US,36.2551960,-94.1569380,+1 479-323-0311,https://locations.tacobell.com/ar/lowell/924/west/.html
us-us-https-locations-tacobell-com-ar-lowell-207-south,us-https-locations-tacobell-com-ar-lowell-207-south,Taco Bell,207 South Bloomington Street,Lowell,AR,72745,US,36.2516820,-94.1365135,+1 479-770-0948,https://locations.tacobell.com/ar/lowell/207/south.html
us-us-https-locations-tacobell-com-ar-magnolia-1521-e,us-https-locations-tacobell-com-ar-magnolia-1521-e-,Taco Bell,1521 E. Main,Magnolia,AR,71753,US,33.2651241,-93.2187246,+1 870-234-0044,https://locations.tacobell.com/ar/magnolia/1521/e/.html
us-us-https-locations-tacobell-com-ar-malvern-1601-hwy,us-https-locations-tacobell-com-ar-malvern-1601-hwy,Taco Bell,1601 Hwy 270,Malvern,AR,72104,US,34.3834671,-92.8281744,+1 501-337-1266,https://locations.tacobell.com/ar/malvern/1601/hwy.html
us-us-https-locations-tacobell-com-ar-mena-403-highway,us-https-locations-tacobell-com-ar-mena-403-highway,Taco Bell / KFC,403 Highway 71 N,Mena,AR,71953,US,34.5857637,-94.2278911,+1 479-394-5482,https://locations.tacobell.com/ar/mena/403/highway.html
us-us-https-locations-tacobell-com-ar-monticello-435-h,us-https-locations-tacobell-com-ar-monticello-435-h,Taco Bell,435 Highway 425 North,Monticello,AR,71655,US,33.6369927,-91.8019860,+1 870-367-9229,https://locations.tacobell.com/ar/monticello/435/h.html
us-us-https-locations-tacobell-com-ar-morrilton-98-med,us-https-locations-tacobell-com-ar-morrilton-98-med,Taco Bell,98 Medical Services Drive,Morrilton,AR,72110,US,35.1696109,-92.7186599,+1 501-208-5884,https://locations.tacobell.com/ar/morrilton/98/med.html
us-us-https-locations-tacobell-com-ar-mountain-home-83,us-https-locations-tacobell-com-ar-mountain-home-83,Taco Bell,833 Highway 62 E,Mountain Home,AR,72653,US,36.3482250,-92.3748638,+1 870-425-0612,https://locations.tacobell.com/ar/mountain/home/83.html
us-us-https-locations-tacobell-com-ar-mountain-view-60,us-https-locations-tacobell-com-ar-mountain-view-60,Taco Bell,602 East Main Street,Mountain View,AR,72560,US,35.8658370,-92.1103670,+1 501-270-6985,https://locations.tacobell.com/ar/mountain/view/60.html
us-us-https-locations-tacobell-com-ar-nashville-1302-s,us-https-locations-tacobell-com-ar-nashville-1302-s,Taco Bell,1302 S. 4th Street,Nashville,AR,71852,US,33.9319927,-93.8515126,+1 870-451-9616,https://locations.tacobell.com/ar/nashville/1302/s.html
us-us-https-locations-tacobell-com-ar-newport-301-high,us-https-locations-tacobell-com-ar-newport-301-high,Taco Bell,301 Highway 67 N,Newport,AR,72112,US,35.6081635,-91.2522904,+1 870-523-4116,https://locations.tacobell.com/ar/newport/301/high.html
us-us-https-locations-tacobell-com-ar-north-little-roc,us-https-locations-tacobell-com-ar-north-little-roc,Taco Bell,11525 Maumelle Blvd,North Little Rock,AR,72113,US,34.8272838,-92.3881326,+1 501-812-6796,https://locations.tacobell.com/ar/north/little/roc.html
us-us-https-locations-tacobell-com-ar-north-little-roc,us-https-locations-tacobell-com-ar-north-little-roc,Taco Bell,2531 Highway 161,North Little Rock,AR,72117,US,34.7771487,-92.2020838,+1 501-945-5760,https://locations.tacobell.com/ar/north/little/roc.html
us-us-https-locations-tacobell-com-ar-north-little-roc,us-https-locations-tacobell-com-ar-north-little-roc,Taco Bell,3900 McCain Blvd,North Little Rock,AR,72116,US,34.7910786,-92.2293743,+1 501-812-6464,https://locations.tacobell.com/ar/north/little/roc.html
us-us-https-locations-tacobell-com-ar-osceola-1001-w-k,us-https-locations-tacobell-com-ar-osceola-1001-w-k,Taco Bell / KFC,1001 W. Keiser,Osceola,AR,72370,US,35.6970944,-89.9834144,+1 870-563-5566,https://locations.tacobell.com/ar/osceola/1001/w/k.html
us-us-https-locations-tacobell-com-ar-ozark-103-airpor,us-https-locations-tacobell-com-ar-ozark-103-airpor,Taco Bell,103 Airport Road,Ozark,AR,72949,US,35.5122980,-93.8224140,+1 479-667-9095,https://locations.tacobell.com/ar/ozark/103/airpor.html
us-us-https-locations-tacobell-com-ar-paragould-2525-w,us-https-locations-tacobell-com-ar-paragould-2525-w,Taco Bell,2525 W Kings Hwy,Paragould,AR,72450,US,36.0602266,-90.5195462,+1 870-236-8782,https://locations.tacobell.com/ar/paragould/2525/w.html
us-us-https-locations-tacobell-com-ar-paris-1409-east,us-https-locations-tacobell-com-ar-paris-1409-east-,Taco Bell,1409 East Walnut,Paris,AR,72855,US,35.2922396,-93.7169757,+1 479-963-8520,https://locations.tacobell.com/ar/paris/1409/east/.html
us-us-https-locations-tacobell-com-ar-pea-ridge-179-le,us-https-locations-tacobell-com-ar-pea-ridge-179-le,Taco Bell,179 Lee Town Road,Pea Ridge,AR,72751,US,36.4418624,-94.1150620,+1 479-485-0311,https://locations.tacobell.com/ar/pea/ridge/179/le.html
us-us-https-locations-tacobell-com-ar-pine-bluff-2712,us-https-locations-tacobell-com-ar-pine-bluff-2712-,Taco Bell,2712 Olive St,Pine Bluff,AR,71601,US,34.2014895,-92.0074446,+1 870-536-5600,https://locations.tacobell.com/ar/pine/bluff/2712/.html
us-us-https-locations-tacobell-com-ar-pine-bluff-3501,us-https-locations-tacobell-com-ar-pine-bluff-3501-,Taco Bell,3501 Camden Rd,Pine Bluff,AR,71603,US,34.1939253,-92.0584737,+1 870-879-6604,https://locations.tacobell.com/ar/pine/bluff/3501/.html
us-us-https-locations-tacobell-com-ar-pocahontas-1611,us-https-locations-tacobell-com-ar-pocahontas-1611-,Taco Bell,1611 Hwy 67 South,Pocahontas,AR,72455,US,36.2487450,-90.9593720,+1 870-810-0004,https://locations.tacobell.com/ar/pocahontas/1611/.html
us-us-https-locations-tacobell-com-ar-prairie-grove-10,us-https-locations-tacobell-com-ar-prairie-grove-10,Taco Bell,1030 East Parks Street,Prairie Grove,AR,72753,US,35.9779846,-94.2984417,+1 479-400-1130,https://locations.tacobell.com/ar/prairie/grove/10.html
us-us-https-locations-tacobell-com-ar-prescott-1806-us,us-https-locations-tacobell-com-ar-prescott-1806-us,Taco Bell,1806 US Highway 371 W,Prescott,AR,71857,US,33.8114013,-93.4270429,+1 870-887-8900,https://locations.tacobell.com/ar/prescott/1806/us.html
us-us-https-locations-tacobell-com-ar-rogers-2080-prom,us-https-locations-tacobell-com-ar-rogers-2080-prom,Taco Bell,2080 Promenade,Rogers,AR,72756,US,36.3096831,-94.1798629,+1 479-936-7386,https://locations.tacobell.com/ar/rogers/2080/prom.html
us-us-https-locations-tacobell-com-ar-rogers-604-s-8th,us-https-locations-tacobell-com-ar-rogers-604-s-8th,Taco Bell,604 S 8th Street,Rogers,AR,72756,US,36.3285648,-94.1262352,+1 479-631-7484,https://locations.tacobell.com/ar/rogers/604/s/8th.html
us-us-https-locations-tacobell-com-ar-russellville-130,us-https-locations-tacobell-com-ar-russellville-130,Taco Bell,1308 N Arkansas Ave,Russellville,AR,72801,US,35.2914844,-93.1330508,+1 479-968-7444,https://locations.tacobell.com/ar/russellville/130.html
us-us-https-locations-tacobell-com-ar-russellville-301,us-https-locations-tacobell-com-ar-russellville-301,Taco Bell,301 N. Elmira Ave.,Russellville,AR,72802,US,35.2815173,-93.1029869,+1 479-967-2121,https://locations.tacobell.com/ar/russellville/301.html
us-us-https-locations-tacobell-com-ar-searcy-2513-w-be,us-https-locations-tacobell-com-ar-searcy-2513-w-be,Taco Bell,2513 W Beebe Capps Expy,Searcy,AR,72143,US,35.2468659,-91.7740552,+1 501-268-2246,https://locations.tacobell.com/ar/searcy/2513/w/be.html
us-us-https-locations-tacobell-com-ar-searcy-3307-e-ra,us-https-locations-tacobell-com-ar-searcy-3307-e-ra,Taco Bell,3307 E Race,Searcy,AR,72143,US,35.2500000,-91.6919777,+1 501-268-1709,https://locations.tacobell.com/ar/searcy/3307/e/ra.html
us-us-https-locations-tacobell-com-ar-sheridan-704-wes,us-https-locations-tacobell-com-ar-sheridan-704-wes,Taco Bell,704 West Center Street,Sheridan,AR,72150,US,34.3073496,-92.4081685,+1 501-621-1332,https://locations.tacobell.com/ar/sheridan/704/wes.html
us-us-https-locations-tacobell-com-ar-sherwood-7201-jf,us-https-locations-tacobell-com-ar-sherwood-7201-jf,Taco Bell,7201 JFK Blvd,Sherwood,AR,72120,US,34.8206168,-92.2331319,+1 501-835-3357,https://locations.tacobell.com/ar/sherwood/7201/jf.html
us-us-https-locations-tacobell-com-ar-sherwood-8350-wa,us-https-locations-tacobell-com-ar-sherwood-8350-wa,Taco Bell,8350 Warden Road,Sherwood,AR,72120,US,34.8304501,-92.1831752,+1 501-835-5570,https://locations.tacobell.com/ar/sherwood/8350/wa.html
us-us-https-locations-tacobell-com-ar-siloam-springs-4,us-https-locations-tacobell-com-ar-siloam-springs-4,Taco Bell,4171 US-412,Siloam Springs,AR,72761,US,36.1811974,-94.4983455,+1 479-485-3914,https://locations.tacobell.com/ar/siloam/springs/4.html
us-us-https-locations-tacobell-com-ar-siloam-springs-1,us-https-locations-tacobell-com-ar-siloam-springs-1,Taco Bell,1050 Hwy 412 W,Siloam Springs,AR,72761,US,36.1747383,-94.5523819,+1 479-524-3920,https://locations.tacobell.com/ar/siloam/springs/1.html
us-us-https-locations-tacobell-com-ar-southside-830-ba,us-https-locations-tacobell-com-ar-southside-830-ba,Taco Bell,830 Batesville Blvd,Southside,AR,72501,US,35.7384130,-91.6395920,+1 501-213-1359,https://locations.tacobell.com/ar/southside/830/ba.html
us-us-https-locations-tacobell-com-ar-springdale-406-s,us-https-locations-tacobell-com-ar-springdale-406-s,Taco Bell,406 S. Thompson,Springdale,AR,72764,US,36.1818537,-94.1390941,+1 479-750-1737,https://locations.tacobell.com/ar/springdale/406/s.html
us-us-https-locations-tacobell-com-ar-springdale-4322,us-https-locations-tacobell-com-ar-springdale-4322-,Taco Bell,4322 West Sunset,Springdale,AR,72762,US,36.1755979,-94.1783506,+1 479-751-2344,https://locations.tacobell.com/ar/springdale/4322/.html
us-us-https-locations-tacobell-com-ar-springdale-1728,us-https-locations-tacobell-com-ar-springdale-1728-,Taco Bell,1728 East Robinson Avenue,Springdale,AR,72764,US,36.1672123,-94.1121764,+1 479-756-1354,https://locations.tacobell.com/ar/springdale/1728/.html
us-us-https-locations-tacobell-com-ar-springdale-4183,us-https-locations-tacobell-com-ar-springdale-4183-,Taco Bell,4183 Elm Springs Road,Springdale,AR,72762,US,36.1928610,-94.1762589,+1 479-384-5498,https://locations.tacobell.com/ar/springdale/4183/.html
us-us-https-locations-tacobell-com-ar-stuttgart-512-w,us-https-locations-tacobell-com-ar-stuttgart-512-w-,Taco Bell,512 W. 22nd Street,Stuttgart,AR,72160,US,34.4797236,-91.5582535,+1 870-673-3071,https://locations.tacobell.com/ar/stuttgart/512/w/.html
us-us-https-locations-tacobell-com-ar-tontitown-1119-e,us-https-locations-tacobell-com-ar-tontitown-1119-e,Taco Bell,1119 East Henri De Tonti Blvd,Tontitown,AR,72770,US,36.1754928,-94.2165227,+1 479-318-1518,https://locations.tacobell.com/ar/tontitown/1119/e.html
us-us-https-locations-tacobell-com-ar-trumann-504-hwy,us-https-locations-tacobell-com-ar-trumann-504-hwy-,Taco Bell / KFC,504 Hwy. 63,Trumann,AR,72472,US,35.6793248,-90.5242594,+1 870-483-2212,https://locations.tacobell.com/ar/trumann/504/hwy/.html
us-us-https-locations-tacobell-com-ar-van-buren-3003-a,us-https-locations-tacobell-com-ar-van-buren-3003-a,Taco Bell,3003 Alma Hwy,Van Buren,AR,72956,US,35.4441141,-94.3261664,+1 479-471-5309,https://locations.tacobell.com/ar/van/buren/3003/a.html
us-us-https-locations-tacobell-com-ar-van-buren-511-no,us-https-locations-tacobell-com-ar-van-buren-511-no,Taco Bell,511 North Plaza Dr,Van Buren,AR,72956,US,35.4604099,-94.3556766,+1 479-410-1851,https://locations.tacobell.com/ar/van/buren/511/no.html
us-us-https-locations-tacobell-com-ar-vilonia-1126-nor,us-https-locations-tacobell-com-ar-vilonia-1126-nor,Taco Bell,1126 North Main Street,Vilonia,AR,72173,US,35.0839051,-92.2031875,+1 501-808-7660,https://locations.tacobell.com/ar/vilonia/1126/nor.html
us-us-https-locations-tacobell-com-ar-walnut-ridge-600,us-https-locations-tacobell-com-ar-walnut-ridge-600,Taco Bell,600 Hwy 67 B,Walnut Ridge,AR,72476,US,36.0760092,-90.9543692,+1 870-809-4774,https://locations.tacobell.com/ar/walnut/ridge/600.html
us-us-https-locations-tacobell-com-ar-west-helena-761,us-https-locations-tacobell-com-ar-west-helena-761-,Taco Bell,761 North Sebastian Street,West Helena,AR,72390,US,34.5540724,-90.6548157,+1 870-572-9937,https://locations.tacobell.com/ar/west/helena/761/.html
us-us-https-locations-tacobell-com-ar-west-memphis-120,us-https-locations-tacobell-com-ar-west-memphis-120,Taco Bell,1209 N. Missouri St.,West Memphis,AR,72301,US,35.1604463,-90.1843241,+1 870-735-5709,https://locations.tacobell.com/ar/west/memphis/120.html
us-us-https-locations-tacobell-com-ar-west-memphis-900,us-https-locations-tacobell-com-ar-west-memphis-900,Taco Bell / KFC,900 Martin Luther King Dr.,West Memphis,AR,72301,US,35.1546209,-90.1378267,+1 870-735-8156,https://locations.tacobell.com/ar/west/memphis/900.html
us-us-https-locations-tacobell-com-ar-white-hall-8011,us-https-locations-tacobell-com-ar-white-hall-8011-,Taco Bell,8011 Sheridan Road,White Hall,AR,71602,US,34.2606304,-92.1011460,+1 870-247-6977,https://locations.tacobell.com/ar/white/hall/8011/.html
us-us-https-locations-tacobell-com-ar-wynne-1913-n-fal,us-https-locations-tacobell-com-ar-wynne-1913-n-fal,Taco Bell / KFC,1913 N. Falls,Wynne,AR,72396,US,35.2479282,-90.7820524,+1 870-238-9111,https://locations.tacobell.com/ar/wynne/1913/n/fal.html
us-us-https-locations-tacobell-com-az-anthem-3659-w-an,us-https-locations-tacobell-com-az-anthem-3659-w-an,Taco Bell,3659 W. Anthem Way,Anthem,AZ,85086,US,33.8661018,-112.1381385,+1 623-465-9573,https://locations.tacobell.com/az/anthem/3659/w/an.html
us-us-https-locations-tacobell-com-az-apache-junction,us-https-locations-tacobell-com-az-apache-junction-,Taco Bell,97 West Apache Trail,Apache Junction,AZ,85120,US,33.4129432,-111.5474322,+1 480-982-0888,https://locations.tacobell.com/az/apache/junction/.html
us-us-https-locations-tacobell-com-az-avondale-10711-w,us-https-locations-tacobell-com-az-avondale-10711-w,Taco Bell,10711 W Indian School Rd,Avondale,AZ,85392,US,33.4931167,-112.2914998,+1 623-328-5971,https://locations.tacobell.com/az/avondale/10711/w.html
us-us-https-locations-tacobell-com-az-avondale-11325-w,us-https-locations-tacobell-com-az-avondale-11325-w,Taco Bell,11325 W Buckeye Road,Avondale,AZ,85323,US,33.4349063,-112.3032251,+1 623-907-0160,https://locations.tacobell.com/az/avondale/11325/w.html
us-us-https-locations-tacobell-com-az-avondale-1529-n,us-https-locations-tacobell-com-az-avondale-1529-n-,Taco Bell,1529 N Dysart Rd,Avondale,AZ,85323,US,33.4596706,-112.3404075,+1 623-536-9800,https://locations.tacobell.com/az/avondale/1529/n/.html
us-us-https-locations-tacobell-com-az-avondale-9940-w,us-https-locations-tacobell-com-az-avondale-9940-w-,Taco Bell,9940 W McDowell Rd.,Avondale,AZ,85392,US,33.4660161,-112.2732926,+1 623-643-9816,https://locations.tacobell.com/az/avondale/9940/w/.html
us-us-https-locations-tacobell-com-az-benson-453-w-4th,us-https-locations-tacobell-com-az-benson-453-w-4th,Taco Bell,453 W. 4th St.,Benson,AZ,85602,US,31.9694585,-110.3039098,+1 520-704-6147,https://locations.tacobell.com/az/benson/453/w/4th.html
us-us-https-locations-tacobell-com-az-buckeye-1164-s-w,us-https-locations-tacobell-com-az-buckeye-1164-s-w,Taco Bell,1164 S Watson Rd,Buckeye,AZ,85326,US,33.4359902,-112.5582931,+1 623-327-1347,https://locations.tacobell.com/az/buckeye/1164/s/w.html
us-us-https-locations-tacobell-com-az-buckeye-1560-n-v,us-https-locations-tacobell-com-az-buckeye-1560-n-v,Taco Bell,1560 N. Verrado Way,Buckeye,AZ,85396,US,33.4659599,-112.5049408,+1 480-409-2907,https://locations.tacobell.com/az/buckeye/1560/n/v.html
us-us-https-locations-tacobell-com-az-bullhead-city-15,us-https-locations-tacobell-com-az-bullhead-city-15,Taco Bell,1562 Marina Blvd,Bullhead City,AZ,86442,US,35.1003878,-114.5976271,+1 928-763-8454,https://locations.tacobell.com/az/bullhead/city/15.html
us-us-https-locations-tacobell-com-az-bullhead-city-60,us-https-locations-tacobell-com-az-bullhead-city-60,Taco Bell,600 Highway 95,Bullhead City,AZ,86430,US,35.1672137,-114.5658172,+1 928-754-2900,https://locations.tacobell.com/az/bullhead/city/60.html
us-us-https-locations-tacobell-com-az-camp-verde-1602,us-https-locations-tacobell-com-az-camp-verde-1602-,Taco Bell,1602 W Highway 260,Camp Verde,AZ,86322,US,34.5747896,-111.8815758,+1 928-554-0233,https://locations.tacobell.com/az/camp/verde/1602/.html
us-us-https-locations-tacobell-com-az-casa-grande-1729,us-https-locations-tacobell-com-az-casa-grande-1729,Taco Bell,1729 E Florence Blvd,Casa Grande,AZ,85122,US,32.8792042,-111.7127690,+1 520-876-4880,https://locations.tacobell.com/az/casa/grande/1729.html
us-us-https-locations-tacobell-com-az-casa-grande-2814,us-https-locations-tacobell-com-az-casa-grande-2814,Taco Bell,2814 N. Pinal Ave.,Casa Grande,AZ,85122,US,32.9390390,-111.7553694,+1 520-836-8814,https://locations.tacobell.com/az/casa/grande/2814.html
us-us-https-locations-tacobell-com-az-cave-creek-29844,us-https-locations-tacobell-com-az-cave-creek-29844,Taco Bell,29844 N Cave Creek Rd,Cave Creek,AZ,85331,US,33.7576501,-111.9903845,+1 480-585-5781,https://locations.tacobell.com/az/cave/creek/29844.html
us-us-https-locations-tacobell-com-az-chandler-2030-no,us-https-locations-tacobell-com-az-chandler-2030-no,Taco Bell,2030 North Alma School Rd,Chandler,AZ,85224,US,33.3354561,-111.8599056,+1 480-732-9322,https://locations.tacobell.com/az/chandler/2030/no.html
us-us-https-locations-tacobell-com-az-chandler-2930-so,us-https-locations-tacobell-com-az-chandler-2930-so,Taco Bell,2930 South Alma School Road,Chandler,AZ,85248,US,33.2629311,-111.8595145,+1 480-857-8650,https://locations.tacobell.com/az/chandler/2930/so.html
us-us-https-locations-tacobell-com-az-chandler-4080-s,us-https-locations-tacobell-com-az-chandler-4080-s-,Taco Bell,4080 S Gilbert Rd.,Chandler,AZ,85249,US,33.2469326,-111.7900226,+1 480-219-0529,https://locations.tacobell.com/az/chandler/4080/s/.html
us-us-https-locations-tacobell-com-az-chino-valley-114,us-https-locations-tacobell-com-az-chino-valley-114,Taco Bell / KFC,1147 N Hwy 89,Chino Valley,AZ,86323,US,34.7617815,-112.4530627,+1 928-227-4723,https://locations.tacobell.com/az/chino/valley/114.html
us-us-https-locations-tacobell-com-az-claypool-4529-we,us-https-locations-tacobell-com-az-claypool-4529-we,Taco Bell,4529 West Highway 60,Claypool,AZ,85532,US,33.4130780,-110.8379680,+1 928-425-7081,https://locations.tacobell.com/az/claypool/4529/we.html
us-us-https-locations-tacobell-com-az-coolidge-1505-n,us-https-locations-tacobell-com-az-coolidge-1505-n-,Taco Bell / KFC,1505 N. Arizona Boulevard,Coolidge,AZ,85128,US,32.9961973,-111.5232761,+1 520-479-1705,https://locations.tacobell.com/az/coolidge/1505/n/.html
us-us-https-locations-tacobell-com-az-cottonwood-2140,us-https-locations-tacobell-com-az-cottonwood-2140-,Taco Bell,2140 E State Route 89-A,Cottonwood,AZ,86326,US,34.7218377,-112.0019841,+1 928-634-2462,https://locations.tacobell.com/az/cottonwood/2140/.html
us-us-https-locations-tacobell-com-az-eloy-2949-north,us-https-locations-tacobell-com-az-eloy-2949-north-,Taco Bell,2949 North Toltec,Eloy,AZ,85131,US,32.7739919,-111.6174284,+1 520-466-7363,https://locations.tacobell.com/az/eloy/2949/north/.html
